gid,role,role_score,cluster_id,priority_score,evidence,depth,is_seed,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pass_through,truncated,n_seed_src,betweenness,pagerank_w,lag_days,fast_pass_share,component_id,in_cycle,terminal_likeness,truncated_candidate
100000000011452100,peripheral,0.2,0,0.6896,"получает от 3 (110,000), отправляет 1 (16,685); ниже порогов ролей",1,False,3,1,110000.0,16685.0,7,2,0.1517,False,1,3e-06,0.000483,2.0,0.5205,0,True,0.0,False
100000000018102100,peripheral,0.2,6,0.0722,"обход остановлен на 4-м колене: получил 7,000 от 1; ниже порогов конечного получателя (сумма не меньше, чем у 3% подтверждённых стоков), сток не подтверждён",4,False,1,0,7000.0,0.0,1,0,0.0,True,0,0.0,0.000322,,0.0,0,False,0.4504,False
100000000031787100,peripheral,0.2,5,0.515,"получает от 1 (90,000), отправляет 2 (90,000); ниже порогов ролей",2,False,1,2,90000.0,90000.0,2,4,1.0,False,0,0.0,0.000433,-20.0,0.0,0,True,0.0,False
100000000041368100,peripheral,0.2,2,0.4962,"получает от 1 (160,000), отправляет 0 (0); ниже порогов ролей",1,False,1,0,160000.0,0.0,1,0,0.0,False,1,0.0,0.000319,,0.0,0,False,0.0,False
100000000076451100,peripheral,0.2,1,0.6911,"получает от 3 (87,707), отправляет 4 (58,000); ниже порогов ролей",2,False,3,4,87707.0,58000.0,4,4,0.6613,False,0,9.9e-05,0.001401,-11.0,0.2586,0,True,0.0,False
100000000089154100,distributor,0.5,2,0.3933,"рассылает 15 получателям 425,500 KZT, средний перевод 20,262; получает от 1",1,False,1,15,10000.0,425500.0,1,21,42.55,False,1,0.000111,0.000289,-7.0,0.2738,0,True,0.0,False
100000000190228100,peripheral,0.2,3,0.3476,"получает от 1 (5,000), отправляет 1 (28,560); ниже порогов ролей",2,False,1,1,5000.0,28560.0,1,1,5.712,False,0,2.2e-05,0.000585,-7.0,0.0,0,False,0.0,False
100000000201868100,transit,1.0,1,0.583,"получил 190,000, отправил 190,000 (100%); 100% ушло в течение 2 дней после прихода",2,False,1,1,190000.0,190000.0,1,1,1.0,False,0,0.0,0.000979,1.0,1.0,0,True,0.0,False
100000000254336100,peripheral,0.2,0,0.5768,"получает от 2 (97,177), отправляет 1 (60,000); ниже порогов ролей",3,False,2,1,97177.0,60000.0,2,1,0.6174,False,0,2e-05,0.000293,1.0,1.0,0,False,0.0,False
100000000267734100,peripheral,0.2,5,0.7072,"получает от 2 (180,000), отправляет 7 (282,000); ниже порогов ролей",1,False,2,7,180000.0,282000.0,4,8,1.5667,False,1,4e-06,0.00054,14.0,0.0,0,True,0.0,False
100000000274067100,peripheral,0.2,5,0.7487,"получает от 2 (517,704), отправляет 3 (2,969,000); ниже порогов ролей",1,False,2,3,517704.0,2969000.0,9,9,5.7349,False,1,1e-06,0.000415,-12.0,0.6905,0,True,0.0,False
100000000287768100,peripheral,0.2,0,0.3093,"получает от 1 (35,168), отправляет 0 (0); ниже порогов ролей",3,False,1,0,35168.0,0.0,1,0,0.0,False,0,0.0,0.00029,,0.0,0,False,0.0,False
100000000288317100,peripheral,0.2,6,0.6273,"получает от 2 (100,000), отправляет 3 (53,500); ниже порогов ролей",3,False,2,3,100000.0,53500.0,2,3,0.535,False,0,5.9e-05,0.000314,-5.0,0.3084,0,False,0.0,False
100000000291906100,peripheral,0.2,40,0.7576,"получает от 2 (388,000), отправляет 2 (455,854); ниже порогов ролей",2,False,2,2,388000.0,455854.0,3,6,1.1749,False,0,7.9e-05,0.000766,-2.0,0.3518,0,True,0.0,False
100000000291908100,peripheral,0.2,40,0.629,"получает от 1 (295,500), отправляет 1 (13,300); ниже порогов ролей",3,False,1,1,295500.0,13300.0,5,1,0.045,False,0,2e-05,0.00071,4.0,0.0,0,False,0.0,False
100000000297649100,peripheral,0.2,10,0.4101,"получает от 1 (40,000), отправляет 1 (70,600); ниже порогов ролей",2,False,1,1,40000.0,70600.0,1,2,1.765,False,0,0.0,0.000813,-21.0,0.0,0,True,0.0,False
100000000299820100,peripheral,0.2,6,0.0835,"обход остановлен на 4-м колене: получил 10,000 от 1; ниже порогов конечного получателя (сумма не меньше, чем у 8% подтверждённых стоков), сток не подтверждён",4,False,1,0,10000.0,0.0,1,0,0.0,True,0,0.0,0.000452,,0.0,0,False,0.4754,False
100000000307908100,peripheral,0.2,70,0.2029,"получает от 1 (5,000), отправляет 0 (0); ниже порогов ролей",2,False,1,0,5000.0,0.0,1,0,0.0,False,0,0.0,0.000298,,0.0,5,False,0.0,False
