cluster_id,n_nodes,n_seed,sum_kzt_internal,top_gids,hypothesis
0,259,1,29369821.39,100000004299488100;100000008686313100;100000007055802100;100000002398779100;100000000437046100,веерное распределение от 100000000437046100 на 42 получателей
1,168,8,22714424.56,100000004156082100;100000001530983100;100000000706545100;100000008144528100;100000006518161100,признаки сбора средств с 8 seed в точку консолидации 100000008144528100
2,155,5,19369239.0,100000008165763100;100000008111003100;100000008748914100;100000008304139100;100000003249054100,признаки сбора средств с 5 seed в точку консолидации 100000008111003100
3,153,1,32078820.59,100000002838861100;100000004997515100;100000006972210100;100000008489922100;100000002718366100,веерное распределение от 100000008489922100 на 36 получателей
4,124,1,25515380.33,100000006889963100;100000000331309100;100000006734214100;100000008560717100;100000008324800100,"смешанная структура: terminal:10, consolidator:3, transit:3, coordinator:1"
5,117,4,19419334.02,100000004015047100;100000006788200100;100000002894076100;100000005778283100;100000004221668100,признаки сбора средств с 4 seed в точку консолидации 100000004015047100
6,112,0,11578873.0,100000008603629100;100000007908818100;100000001857829100;100000004679953100;100000003366471100,веерное распределение от 100000003880331100 на 16 получателей
7,66,0,15771687.0,100000005514161100;100000001282143100;100000005242320100;100000008512827100;100000002956769100,веерное распределение от 100000005242320100 на 21 получателей
8,64,1,6873522.0,100000003115284100;100000007998965100;100000003635170100;100000002957306100;100000001463701100,веерное распределение от 100000006707582100 на 14 получателей
9,61,0,4350466.67,100000005473151100;100000005704413100;100000005578559100;100000008104567100;100000004569484100,веерное распределение от 100000005704413100 на 32 получателей
10,51,1,2950313.0,100000001899164100;100000003265158100;100000004692798100;100000002193259100;100000004386258100,веерное распределение от 100000008680731100 на 27 получателей
11,50,3,4135421.0,100000008346837100;100000005074393100;100000008733194100;100000001236706100;100000000489417100,"смешанная структура: terminal:3, coordinator:1, transit:1"
12,44,0,10215968.84,100000005933757100;100000004159526100;100000002605308100;100000004500444100;100000002963189100,"смешанная структура: terminal:2, coordinator:1, consolidator:1"
13,41,0,5151924.19,100000003242289100;100000008512552100;100000006225798100;100000002713074100;100000008221543100,веерное распределение от 100000003242289100 на 23 получателей
14,30,0,8045494.0,100000001303311100;100000001887715100;100000008743913100;100000005527892100;100000007229557100,веерное распределение от 100000008743913100 на 13 получателей
