cluster_id,n_nodes,n_seed,sum_kzt_internal,top_gids,hypothesis
0,290,2,27893912.23,"100000005910114100,100000008346837100,100000004070318100,100000004400305100,100000008304139100","Сбор, мост и рассылка; гипотеза по наблюдаемому графу, не вывод о нарушении"
1,185,1,45033107.62,"100000008547948100,100000008547844100,100000005527892100,100000008489922100,100000008710791100","Сбор, мост и рассылка; гипотеза по наблюдаемому графу, не вывод о нарушении"
2,178,13,24536002.56,"100000004156082100,100000006579678100,100000005287097100,100000004150593100,100000008389800100","Сбор, мост и рассылка; гипотеза по наблюдаемому графу, не вывод о нарушении"
3,176,0,20142145.0,"100000000437046100,100000008603629100,100000008477350100,100000003528285100,100000004759121100","Сбор, мост и рассылка; гипотеза по наблюдаемому графу, не вывод о нарушении"
4,150,1,5518694.0,"100000001697501100,100000002733905100,100000002527114100,100000003942602100,100000001166289100","Сбор и дальнейшая рассылка; гипотеза по наблюдаемому графу, не вывод о нарушении"
5,124,0,29444929.91,"100000000331309100,100000004906181100,100000002241986100,100000008490127100,100000008011159100","Сбор, мост и рассылка; гипотеза по наблюдаемому графу, не вывод о нарушении"
6,120,4,16395329.8,"100000003115284100,100000007908818100,100000003684369100,100000006889963100,100000000343175100","Сбор, мост и рассылка; гипотеза по наблюдаемому графу, не вывод о нарушении"
7,120,0,4465650.0,"100000002578405100,100000008493007100,100000005041905100,100000001632325100,100000003192309100","Веер исходящих переводов; гипотеза по наблюдаемому графу, не вывод о нарушении"
8,106,0,14430812.51,"100000005933757100,100000005704413100,100000005578559100,100000002963189100,100000008545727100","Веер исходящих переводов; гипотеза по наблюдаемому графу, не вывод о нарушении"
9,81,0,11363560.0,"100000005242320100,100000007998965100,100000006707582100,100000008460102100,100000002748180100","Сбор и дальнейшая рассылка; гипотеза по наблюдаемому графу, не вывод о нарушении"
10,73,1,12253627.0,"100000001530983100,100000003154105100,100000008748914100,100000006977207100,100000002205022100","Сбор и дальнейшая рассылка; гипотеза по наблюдаемому графу, не вывод о нарушении"
11,70,2,24597153.0,"100000004420041100,100000003265158100,100000004603109100,100000001965374100,100000002193259100","Сбор и дальнейшая рассылка; гипотеза по наблюдаемому графу, не вывод о нарушении"
12,68,3,10239855.0,"100000001937767100,100000005514161100,100000004015047100,100000008748408100,100000002152857100","Сбор и дальнейшая рассылка; гипотеза по наблюдаемому графу, не вывод о нарушении"
13,63,2,10641537.61,"100000002838861100,100000003071930100,100000000267734100,100000000274067100,100000001677929100","Сбор и дальнейшая рассылка; гипотеза по наблюдаемому графу, не вывод о нарушении"
14,59,0,7326997.19,"100000004351795100,100000003242289100,100000008512552100,100000008413748100,100000002217161100","Сбор, мост и рассылка; гипотеза по наблюдаемому графу, не вывод о нарушении"
15,50,5,7676042.53,"100000001857829100,100000003880331100,100000008733194100,100000000413678100,100000000640800100","Веер исходящих переводов; гипотеза по наблюдаемому графу, не вывод о нарушении"
16,33,1,1727157.0,"100000005612411100,100000008172352100,100000004358004100,100000002612809100,100000007322059100","Веер исходящих переводов; гипотеза по наблюдаемому графу, не вывод о нарушении"
17,24,0,3340669.0,"100000004017410100,100000007382543100,100000003001661100,100000004076740100,100000008213966100","Сбор и дальнейшая рассылка; гипотеза по наблюдаемому графу, не вывод о нарушении"
18,23,9,1258584.0,"100000004403675100,100000008254069100,100000003823811100,100000004744306100,100000003988112100","Веер исходящих переводов; гипотеза по наблюдаемому графу, не вывод о нарушении"
19,21,0,2845718.0,"100000003854444100,100000003873332100,100000004451012100,100000005661829100,100000008647905100","Веер исходящих переводов; гипотеза по наблюдаемому графу, не вывод о нарушении"
20,18,0,3422800.0,"100000008137435100,100000002267998100,100000003718221100,100000004580202100,100000003701161100","Веер исходящих переводов; гипотеза по наблюдаемому графу, не вывод о нарушении"
21,17,1,2977887.0,"100000004160650100,100000002731501100,100000001330595100,100000004007116100,100000004005964100","Сбор и дальнейшая рассылка; гипотеза по наблюдаемому графу, не вывод о нарушении"
22,15,0,850450.0,"100000001526235100,100000001788284100,100000005505655100,100000002984403100,100000002472632100","Веер исходящих переводов; гипотеза по наблюдаемому графу, не вывод о нарушении"
23,15,0,3626010.0,"100000008461532100,100000006704530100,100000000791285100,100000003069463100,100000003122817100","Веер исходящих переводов; гипотеза по наблюдаемому графу, не вывод о нарушении"
24,13,1,1392916.0,"100000001380054100,100000006232815100,100000003164661100,100000006734554100,100000001782980100","Веер исходящих переводов; гипотеза по наблюдаемому графу, не вывод о нарушении"
25,13,0,6748650.0,"100000007442518100,100000000673868100,100000008258083100,100000002911170100,100000002454724100","Веер исходящих переводов; гипотеза по наблюдаемому графу, не вывод о нарушении"
26,11,0,3784703.0,"100000002175422100,100000003004487100,100000001317336100,100000003557488100,100000002975437100","Сбор и дальнейшая рассылка; гипотеза по наблюдаемому графу, не вывод о нарушении"
27,11,0,1868224.0,"100000008603331100,100000004715209100,100000002032323100,100000001046057100,100000001379511100","Веер исходящих переводов; гипотеза по наблюдаемому графу, не вывод о нарушении"
